"NOMBRE_DEPARTAMENTO","NOMBRE_SERVICIO","ESTADO_DEL_VEHICULO","NOMBRE_DE_LA_CLASE","FECHA DE REGISTRO","CANTIDAD"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1900","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1900","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","BUSETA","1901","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1927","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1928","6"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1928","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1928","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1929","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1929","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1930","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1931","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1931","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1932","2"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1934","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1934","31"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1934","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1934","4"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1935","8"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1935","2"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1936","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1936","27"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUSETA","1936","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1936","3"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1936","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1936","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1936","5"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1937","2"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1937","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1937","48"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1937","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1937","4"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1937","12"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1937","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1937","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1938","53"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1938","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1938","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1938","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1938","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1938","11"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1939","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1939","184"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1939","2"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1939","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1939","23"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1939","7"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1939","7"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1939","37"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1939","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1940","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1940","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1940","180"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1940","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1940","9"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1940","6"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1940","35"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1940","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1941","5"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1941","4"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1941","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1941","240"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUSETA","1941","1"
"BOGOTA D.C.","PÚBLICO","INCONSISTENTE","CAMION","1941","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1941","6"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1941","28"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1941","51"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1941","2"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1942","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1942","115"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1942","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1942","28"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1942","15"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1942","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1942","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1942","34"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1942","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1942","6"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCICLETA","1942","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1942","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1943","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1943","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1944","5"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1944","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1944","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1945","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1945","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1945","5"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1945","4"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1945","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","TRACTOCAMION","1945","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","TRACTOCAMION","1945","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1946","3"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1946","15"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1946","5"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1946","476"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1946","4"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1946","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1946","171"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1946","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1946","47"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1946","2"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1946","2"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1946","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1946","240"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1946","23"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1946","30"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMPERO","1946","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","TRACTOCAMION","1946","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","TRACTOCAMION","1946","2"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1946","5"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1946","4"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1947","10"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1947","13"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1947","712"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1947","10"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1947","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1947","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1947","11"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1947","46"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1947","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1947","3"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1947","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1947","130"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1947","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1947","5"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCICLETA","1947","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1947","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1947","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1948","1016"
"BOGOTA D.C.","OTROS","ACTIVO","AUTOMOVIL","1948","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1948","14"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1948","15"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1948","23"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1948","7"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","BUS","1948","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1948","7"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1948","17"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1948","2"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1948","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1948","67"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1948","8"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1948","3"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1948","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1948","229"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1948","14"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MICROBUS","1948","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1948","3"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1948","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1949","258"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1949","3"
"BOGOTA D.C.","OTROS","ACTIVO","AUTOMOVIL","1949","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1949","3"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1949","5"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1949","2"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1949","6"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1949","15"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1949","43"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1949","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1949","7"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1949","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1949","116"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1949","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCICLETA","1949","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","TRACTOCAMION","1949","2"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","TRACTOCAMION","1949","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1949","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1949","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1950","21"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1950","23"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1950","18"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1950","1324"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1950","20"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1950","14"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUSETA","1950","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1950","71"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1950","5"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1950","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1950","188"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1950","9"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1950","3"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1950","24"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1950","543"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMPERO","1950","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1950","78"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MICROBUS","1950","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","TRACTOCAMION","1950","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1950","7"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1950","6"
"BOGOTA D.C.","OFICIAL","ACTIVO","VOLQUETA","1950","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1951","4"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1951","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1951","235"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1951","4"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1951","7"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1951","5"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1951","44"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1951","121"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1951","1"
"BOGOTA D.C.","PÚBLICO","INCONSISTENTE","CAMION","1951","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1951","5"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1951","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1951","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1951","423"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1951","14"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1951","39"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMPERO","1951","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCICLETA","1951","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","TRACTOCAMION","1951","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1951","12"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1951","5"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1952","711"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1952","10"
"BOGOTA D.C.","OFICIAL","INCONSISTENTE","AUTOMOVIL","1952","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1952","15"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1952","17"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","BUS","1952","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1952","10"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1952","7"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUSETA","1952","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1952","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1952","112"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1952","45"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1952","2"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1952","6"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1952","15"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1952","564"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1952","12"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1952","51"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMPERO","1952","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MICROBUS","1952","13"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCICLETA","1952","3"
"BOGOTA D.C.","PÚBLICO","ACTIVO","TRACTOCAMION","1952","1"
"BOGOTA D.C.","PÚBLICO","INCONSISTENTE","TRACTOCAMION","1952","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1952","12"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1952","9"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1953","43"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1953","2498"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1953","27"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1953","37"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1953","20"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1953","26"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUSETA","1953","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1953","6"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1953","224"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1953","1"
"BOGOTA D.C.","PÚBLICO","INCONSISTENTE","CAMION","1953","3"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1953","71"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1953","16"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1953","872"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1953","8"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1953","22"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMPERO","1953","4"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1953","57"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MICROBUS","1953","44"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","MICROBUS","1953","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","MICROBUS","1953","4"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCICLETA","1953","3"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","TRACTOCAMION","1953","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","TRACTOCAMION","1953","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","TRACTOCAMION","1953","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1953","9"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1953","13"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1954","59"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1954","43"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1954","39"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1954","3252"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1954","26"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1954","24"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUSETA","1954","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUSETA","1954","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1954","2"
"BOGOTA D.C.","PÚBLICO","INCONSISTENTE","CAMION","1954","2"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1954","139"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1954","297"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1954","15"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1954","11"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1954","20"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1954","1160"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1954","30"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMPERO","1954","5"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1954","89"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MICROBUS","1954","23"
"BOGOTA D.C.","PÚBLICO","ACTIVO","MICROBUS","1954","4"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCARRO","1954","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCICLETA","1954","11"
"BOGOTA D.C.","PÚBLICO","ACTIVO","TRACTOCAMION","1954","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","VOLQUETA","1954","2"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1954","18"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1954","14"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1955","61"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1955","34"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1955","9"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1955","2617"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1955","16"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1955","24"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","BUS","1955","1"
"BOGOTA D.C.","OFICIAL","ACTIVO","BUS","1955","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUSETA","1955","2"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUSETA","1955","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1955","11"
"BOGOTA D.C.","PÚBLICO","INCONSISTENTE","CAMION","1955","4"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1955","3"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1955","320"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1955","109"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1955","25"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1955","16"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1955","1406"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1955","35"
"BOGOTA D.C.","OTROS","ACTIVO","CAMIONETA","1955","1"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMPERO","1955","6"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMPERO","1955","2"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1955","102"
"BOGOTA D.C.","PÚBLICO","ACTIVO","MICROBUS","1955","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MICROBUS","1955","16"
"BOGOTA D.C.","PARTICULAR","ACTIVO","MOTOCICLETA","1955","3"
"BOGOTA D.C.","PÚBLICO","ACTIVO","TRACTOCAMION","1955","2"
"BOGOTA D.C.","PÚBLICO","ACTIVO","VOLQUETA","1955","23"
"BOGOTA D.C.","PARTICULAR","ACTIVO","VOLQUETA","1955","22"
"BOGOTA D.C.","PÚBLICO","ACTIVO","AUTOMOVIL","1956","7"
"BOGOTA D.C.","OFICIAL","ACTIVO","AUTOMOVIL","1956","16"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","AUTOMOVIL","1956","15"
"BOGOTA D.C.","PARTICULAR","ACTIVO","AUTOMOVIL","1956","1063"
"BOGOTA D.C.","PÚBLICO","INCONSISTENTE","BUS","1956","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUS","1956","8"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUS","1956","33"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","BUS","1956","6"
"BOGOTA D.C.","OFICIAL","ACTIVO","BUS","1956","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","BUSETA","1956","1"
"BOGOTA D.C.","PÚBLICO","ACTIVO","BUSETA","1956","1"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMION","1956","283"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMION","1956","6"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMION","1956","101"
"BOGOTA D.C.","PÚBLICO","INCONSISTENTE","CAMION","1956","4"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMION","1956","11"
"BOGOTA D.C.","PÚBLICO","ACTIVO","CAMIONETA","1956","41"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMIONETA","1956","12"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMIONETA","1956","1201"
"BOGOTA D.C.","PARTICULAR","INCONSISTENTE","CAMIONETA","1956","22"
"BOGOTA D.C.","PARTICULAR","ACTIVO","CAMPERO","1956","38"
"BOGOTA D.C.","OFICIAL","ACTIVO","CAMPERO","1956","1"
